index;COORDENADOR;AREA;TITULO;SITUACAO;PERIODO;EDITAL;RESUMO
195;Marcos Alves Fontes;ENGENHARIA MECÂNICA (ENGENHARIAS);Investigação da cavitação em bombas centrífugas por meio da análise de vibração.;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;As bombas centrífugas são amplamente utilizadas na indústria devido à sua eficiência, simplicidade e versatilidade. Contudo, estão sujeitas à cavitação, fenômeno que ocorre quando a pressão do fluido atinge valores inferiores à sua pressão de vapor, resultando na formação e colapso de bolhas que podem causar erosão, ruído, vibrações e redução da vida útil do equipamento. Considerando a relevância desse fenômeno e seus impactos no desempenho das bombas, o presente projeto tem como objetivo investigar a cavitação em bombas centrífugas por meio da análise das vibrações mecânicas geradas durante a operação, buscando identificar padrões vibratórios característicos do fenômeno. O estudo será conduzido experimentalmente no laboratório de mecânica de fluidos do IFSP Campus Sertãozinho, utilizando uma bomba de pequeno porte instrumentada com acelerômetro e sistema de aquisição de dados. Serão realizados ensaios sob diferentes condições de operação, variando a vazão e a altura de sucção, para observar o surgimento e a evolução da cavitação. Os dados coletados serão analisados para correlacionar os níveis de vibração com as condições hidráulicas da bomba, permitindo propor critérios de detecção precoce da cavitação. Espera-se que os resultados contribuam para estratégias de manutenção preditiva e aumento da confiabilidade operacional em sistemas de bombeamento.
196;Patricia Aparecida Pinheiro;MATEMÁTICA (CIÊNCIAS EXATAS E DA TERRA);Um estudo exploratório sobre funções hiperbólicas;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;As funções hiperbólicas — ,  ,  , entre outras — são essenciais na Matemática avançada e possuem papel relevante em áreas como Física, Geometria, Engenharia e modelagem de fenômenos naturais. Contudo, elas raramente são exploradas no Ensino Médio.  Este projeto de Iniciação Científica tem como finalidade introduzir o aluno a um estudo teórico aprofundado dessas funções, utilizando ferramentas do Cálculo Diferencial e o desenvolvimento de séries de potências, que desempenham papel fundamental na análise matemática moderna.  Além disso, o projeto busca estabelecer pontes entre o desenvolvimento histórico dessas funções e sua estrutura analítica contemporânea, favorecendo uma visão ampla, rigorosa e conceitualmente integrada.
197;Rodrigo Palucci Pantoni;CIÊNCIA DA COMPUTAÇÃO (CIÊNCIAS EXATAS E DA TERRA);Sistema de contagem de ovos automática em posturas da Diatraea saccharalis usando visão computacional e aprendizado profundo;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;A broca da cana-de-açúcar (Diatraea saccharalis) é uma praga polífaga, ou seja, pode ser encontrada em cerca de 65 espécies vegetais, incluindo pastagens de importância econômica, além de cultivos como cana-de-açúcar, milho, milheto, sorgo sacarino e trigo, entre outros. Diferentes técnicas têm sido desenvolvidas para o monitoramento dessa praga em seus vários estágios de desenvolvimento. Neste estudo, serão realizadas análises de imagens de posturas de ovos da broca da cana-de-açúcar em laboratório, com o objetivo de detectar e contar automaticamente o número de ovos por postura. Esse processo é fundamental para estimar o nível de infestação e apoiar a tomada de decisões para o manejo adequado. As imagens capturadas serão usadas para treinar e testar uma rede neural convolucional, implementada na ferramenta YOLO, entre outras técnicas, sendo os resultados comparados à contagem manual. Espera-se que os resultados contribuam para a automatização do processo de contagem em estudos e experimentos conduzidos Departamento de Fitossanidade da Unesp Campus Jaboticabal, visando aprimorar o controle dessa praga.
198;Camilo Oliveira Prado;Ciências Sociais (Outros);Contribuições da teoria da negação da morte para a teoria crítica da contabilidade;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;Resumo: A teoria crítica da contabilidade desenvolve-se desde os anos 70 como um campo de pesquisa de significados e práticas socialmente construídos da contabilidade, distanciando-se da predominante pesquisa contábil aplicada, que se focaliza em avaliar e aperfeiçoar a funcionalidade econômica da contabilidade. Considerando essa expansão das abordagens de pesquisa contábil, pretende-se, nesta pesquisa, explorar as contribuições da teoria da negação da morte à teoria crítica da contabilidade. Para tanto, propõe-se investigar a possibilidade da contabilidade ser entendida como um sistema de heroísmo integrante de um projeto de imortalidade. O método consiste em uma análise temática da Resolução CFC nº 750/1993, que enuncia os princípios contábeis, e do manual de teoria da contabilidade de Iudícibus, que apresenta uma interpretação consagrada de aspectos comuns da contabilidade.
199;Antonio Carlos de Souza;ENGENHARIA MECÂNICA (ENGENHARIAS);Desenvolvimento de uma Plataforma Didática Multi Propósito para o Ensino de Robótica com base nos Conceitos da Indústria 4.0.;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;O presente Projeto de Pesquisa consiste em elaborar e desenvolver uma Plataforma  Didática para o Ensino de Robótica com base nos Conceitos da Indústria 4.0. Este protótipo irá auxiliar os docentes na condução de aulas dos Cursos Bacharelados em Engenharia Mecânica e em Elétrica e dos cursos Técnicos Integrados ao Ensino Médio em Mecânica e em Automação. Utilizar-se-á do trabalho de Tosello et ai. (2019) para o desenvolvimento deste Projeto de Pesquisa. A obra de Tosello et al. (2019) consiste em dotar o curso de Robótica Autônoma, ofertado na Universidade de Padova, de conceitos integrados de Internet das Coisas (loT) e Inteligência Artificial (IA) em sistemas robóticos colaborativos e adaptativos. Focando desta forma, a capacitação de alunos neste tema para atender as demandas emergente da Indústria 4.0. A planta será constituída de um AGV, um braço robótico com manipuladores intercambiáveis, bancada de sensores e atuadores, uma câmera de Inspeção endoscópica. Serão utilizados ainda os seguintes controladores Arduino, ESP32 e Raspberry. Este protótipo permitirá aos docentes e alunos desenvolverem atividades, simulando o ambiente industrial, com os seguintes propósitos: navegação, manipulação, percepção e comunicação. Objetivando demonstrar aos alunos os conceitos inserido na Indústria 4.0.
200;Maria Beatriz Gameiro Cordeiro;LETRAS (LINGUÍSTICA, LETRAS E ARTES);Produtos educacionais relativos ao ensino de Língua Portuguesa: uma análise das perspectivas socioeducacionais e políticas;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;A pesquisa propõe analisar perspectivas socioeducacionais, pressupostos teóricos e didáticos presentes em Produtos Educacionais (PEs) desenvolvidos no ProfEPT e no PROFLETRAS relativos ao tratamento da variação linguística e ao ensino de Língua Portuguesa. Os PEs, exigidos pela CAPES para mestrados profissionais, podem assumir diferentes formatos, como sequências didáticas, aplicativos, jogos, videoaulas ou outros materiais pedagógicos. Parte-se da hipótese de que a maioria dessas produções, baseadas na Sociolinguística e na concepção sociointeracionista de língua, enfatize a apresentação do conceito de variação linguística, a explicação de seus tipos e o combate ao preconceito linguístico, podendo deixar em segundo plano o ensino de aspectos gramaticais e de variantes de prestígio. Assim, busca-se investigar em que medida os PEs analisados contribuem tanto para o enfrentamento do preconceito linguístico quanto para a garantia do direito do estudante ao acesso a formas de linguagem valorizadas socialmente — direito frequentemente assegurado apenas pela escola, conforme Bortoni-Ricardo (2005). Para alcançar esses objetivos, será criado um corpus de PEs com enfoque variacionista e realizada pesquisa bibliográfica baseada na Sociolinguística e na Pedagogia Histórico-Crítica de Saviani (1993). Espera-se que o estudo ofereça subsídios para práticas de ensino comprometidas com a justiça social e com o acesso democrático ao saber sistematizado.
201;Ricardo Meloni Martins Rosado;ARTES (LINGUÍSTICA, LETRAS E ARTES);Narrativas e memórias tecendo a trama do Festival Estudantil de Teatro do Instituto de Educação de Ponta Grossa-PR (FETIE);Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;Este projeto visa dar continuidade na reconstituição da trajetória histórica e cultural do Festival de Teatro do Instituto de Educação de Ponta Grossa-PR (FETIE) realizado entre as décadas de 1980 e 2000 para posterior publicação de ebook. A partir de uma abordagem metodológica baseada em narrativas (auto)biográficas dos participantes, por meio da análise de conteúdo temática pretende articular suas memórias e histórias de vida ao corpus documental já catalogado anteriormente. Objetiva-se, desse modo, discorrer sobre a história do festival não apenas como mera cronologia, mas interpretando-a como um fenômeno social e artístico. Almeja-se ainda analisar as transformações sociais por meio da educação teatral, bem como destacar o protagonismo feminino na criação e direção do FETIE a partir das discussões de gênero e a invisibilidade histórica das mulheres nas artes. Os resultados já encontrados apontam para a relevância do FETIE na arte-educação, o envolvimento voluntário da comunidade escolar, e o protagonismo feminino na direção teatral. Espera-se nesta etapa da pesquisa, mediante o cruzamento entre depoimentos e fontes documentais, e sob as lentes da arte-educação e dos estudos de gênero, tecer a narrativa dos significados históricos e culturais que constituíram o evento.
202;Afonso Celso Turcato;ENGENHARIA ELÉTRICA (ENGENHARIAS);Detecção de Malware em Dispositivos TV Box por Meio da Identificação de Anomalias no Tráfego de Rede;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;As TV Boxes não homologadas, amplamente distribuídas no Brasil, têm sido usadas como vetores de infecção por malwares avançados, com destaque para o BadBox 2.0, identificado em estudos recentes da Human Security (2025) e confirmado em investigações conduzidas pela Anatel (Informe nº 17/2025). Esses malwares são frequentemente inseridos no firmware ou introduzidos durante o processo de configuração, criando backdoors persistentes, possibilitando uso desses dispositivos como proxies residenciais, realização de fraudes publicitárias, acesso remoto ilícito, instalação de módulos maliciosos adicionais e participação em botnets globais. Este projeto propõe o desenvolvimento de um método de detecção baseado em análise de anomalias do tráfego de rede, permitindo identificar comprometimentos ativos mesmo quando o malware está embutido em firmware e invisível ao usuário. A solução investigará padrões como conexões persistentes em modo standby, upload contínuo sem causa legítima, comunicação com domínios de comando e controle (C2) e transferência de arquivos maliciosos (.jar).
203;Fabiana Andrea Fracacio Frighetto;SANEAMENTO AMBIENTAL (ENGENHARIA SANITÁRIA (ENGENHARIAS));Diagnóstico e Propostas para Gerenciamento de Resíduos Sólidos no IFSP Campus Sertãozinho;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;Este projeto propõe um estudo aprofundado sobre o gerenciamento de resíduos sólidos no IFSP Campus Sertãozinho, visando desenvolver um plano de ações sustentáveis, alinhado à Política Nacional de Resíduos Sólidos (PNRS). A pesquisa focará no diagnóstico dos principais pontos geradores de resíduos, abrangendo áreas comuns, laboratórios e setores administrativos. Serão identificados os tipos, volumes e locais de geração, além da atual destinação desses resíduos na instituição. Por meio da análise gravimétrica simplificada, será quantificada a proporção de lixo orgânico, reciclável e rejeito. A partir deste diagnóstico, serão apontados problemas e oportunidades para melhoria, visando os 5Rs. O trabalho culminará na proposição de ações práticas, como a melhoria da segregação na fonte para a coleta seletiva, compostagem e parceria com cooperativas de reciclagem e programas de educação ambiental. Os resultados incluem um diagnóstico detalhado dos resíduos do campus e uma proposta de plano de gerenciamento customizado. Também serão sugeridos materiais de conscientização. O objetivo final é oferecer ao IFSP Campus Sertãozinho uma proposta de transformação em um ambiente mais sustentável e um modelo para a comunidade, reforçando seu papel na formação de cidadãos conscientes e engajados com os princípios da PNRS.
204;Hugo Alexandre Silva Favacho;FARMÁCIA (CIÊNCIAS DA SAÚDE);Determinantes psicossociais da saúde mental de docentes do IFSP e seus impactos no exercício profissional;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;A saúde mental dos docentes tem recebido crescente atenção, em função do aumento de quadros de sofrimento psíquico associados às condições de trabalho. No contexto do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo (IFSP), professores acumulam atividades de ensino, pesquisa, extensão, orientação, gestão e tarefas administrativas, o que pode contribuir para estresse, ansiedade, depressão e esgotamento emocional. Este projeto tem como objetivo identificar os determinantes do adoecimento mental de docentes do IFSP, analisando fatores sociodemográficos, ocupacionais e psicossociais associados à sua saúde mental. Trata-se de uma pesquisa aplicada, de abordagem quantitativa, realizada por meio de questionário on-line, contendo dados sociodemográficos e profissionais, questões sobre condições de trabalho, além dos instrumentos SRQ-20 e PHQ-9 para rastreio de sofrimento psíquico e sintomas depressivos. Os dados serão analisados por estatística descritiva e inferencial. Espera-se produzir um diagnóstico inicial da saúde mental docente no IFSP, identificar fatores de risco e proteção e, a partir disso, subsidiar ações institucionais de prevenção e promoção da saúde, bem como propostas de formação, acolhimento e melhoria das condições de trabalho. Os resultados serão socializados em relatórios internos, eventos científicos (como o CONICT) e, quando possível, em artigos científicos.
205;Marcio Bender Machado;CIRCUITOS ELETRÔNICOS (CIRCUITOS ELÉTRICOS, MAGNÉTICOS E ELETRÔNICOS (ENGENHARIA ELÉTRICA (ENGENHARIAS)));Energy Harvesting Aplicado a Sistemas de Retroiluminação de Transmissores Industriais;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;O avanço da Indústria 4.0 exige soluções de alimentação de energia sustentáveis para dispositivos de baixo consumo nos meios industriais. Nesse contexto, a escavação de energia, do inglês, Energy Harvesting (EH), surge como uma solução promissora para a alimentação autônoma de dispositivos de baixo consumo, aproveitando a energia disponível no ambiente a partir de fenômenos físicos naturais, como variações de campo magnético e elétrico. A aplicação desta tecnologia contribui para a eficiência energética e a redução de custos em sistemas de iluminação, sensores e transmissores industriais. O presente trabalho propõe o desenvolvimento de uma solução tecnológica de conversão de energia, utilizando as variações magnéticas e de campo elétrico presentes no ambiente industrial, para alimentar o circuito integrado de retroiluminação em transmissores de baixa potência, como os utilizados na empresa Nova Smar S/A. Representando uma inovação no setor, pois a integração de EH para retroiluminação em transmissores industriais não possui precedentes na literatura, sendo esta a principal lacuna tecnológica a ser preenchida.
206;Olavo Henrique Menin;MATEMÁTICA (CIÊNCIAS EXATAS E DA TERRA);Interpretação estatística da entropia e da segunda lei da termodinâmica a partir de simulações computacionais da Urna de Ehrenfest;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;Resumo
207;Camilo Oliveira Prado;Ciências (Outros);Uma autoetnografia da interação entre um humano e um Grande Modelo de Linguagem;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;A popularização de Modelos Grandes de Linguagem (LLM) amplamente acessíveis, como o ChatGPT, tem despertado preocupações acerca da autoria colaborativa entre os humanos e essas máquinas. Buscando contribuir para esse emergente campo de pesquisa, o objetivo desta pesquisa é compreender aspectos da interação entre humano e máquina em um contexto de composição de narrativas. Para isso, será realizada uma pesquisa autoetnográfica com análise temática dos registros da interação humano-máquina. Espera-se relacionar os achados com o estado atual da discussão acerca da escrita com LLM de modo a avançar a compreensão de eventuais hibridizações humano-máquina.
208;Gisele Baraldi Messiano;QUÍMICA DOS PRODUTOS NATURAIS (QUÍMICA ORGÂNICA (QUÍMICA (CIÊNCIAS EXATAS E DA TERRA)));Análises de cervejas elaboradas com adição de plantas em substituição ao lúpulo;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;A cerveja é uma bebida muito popular no Brasil, produzida principalmente com água, malte, lúpulo e levedura. Como o lúpulo (Humulus lupulus) é pouco produzido no Brasil, ele se torna um insumo muito caro para cervejarias, assim, o projeto propõe a busca de alternativas para está planta na produção cervejeira. Neste estudo serão utilizadas as seguintes plantas: carqueja (Baccharis trimera), boldo brasileiro (Plectranthus barbatus) e boldo-do-chile (Peumus boldus). Essas três plantas foram escolhidas pelas suas características de amargor e atividade antimicrobiana, que são essenciais na cerveja acabada.
209;Marcio Bender Machado;CIRCUITOS ELETRÔNICOS (CIRCUITOS ELÉTRICOS, MAGNÉTICOS E ELETRÔNICOS (ENGENHARIA ELÉTRICA (ENGENHARIAS)));Desenvolvimento de uma Plataforma Inteligente de Detecção de Quedas Utilizando Sensores e Inteligência Artificial;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;A presente proposta apresenta uma pesquisa voltada ao estudo, análise e avaliação de técnicas de inteligência artificial aplicadas à detecção de quedas em idosos, a partir da interpretação de dados multissensoriais. O projeto investiga como algoritmos de machine learning podem aprimorar a identificação de quedas ao combinar informações provenientes de acelerômetro, giroscópio, frequência cardíaca e temperatura corporal. Ao longo do desenvolvimento, serão estudadas as principais abordagens e modelos de aprendizado utilizados na literatura, bem como os métodos de fusão sensorial, processo este responsável por integrar dados de diferentes sensores para obter uma interpretação mais confiável do fenômeno, além das técnicas de extração de características e do tratamento de séries temporais, fundamentais para obter medidas úteis e mensuráveis da variação dos movimentos antes, durante e após as quedas. Devido à complexidade do fenômeno da queda e à elevada taxa de falsos alarmes em sistemas tradicionais, esta pesquisa dedica atenção especial à análise comparativa entre tipos de sensores e técnicas de IA. Ao término do trabalho, espera-se propor uma arquitetura teórica de sistema de detecção inteligente, servindo de base para que futuras pesquisas na área de monitoramento de idosos no IFSP, com potencial de aplicação em dispositivos reais de baixo consumo.
210;Reinaldo Golmia Dante;CIRCUITOS ELÉTRICOS, MAGNÉTICOS E ELETRÔNICOS (ENGENHARIA ELÉTRICA (ENGENHARIAS));Desenvolvimento de um módulo didático osciloscópio para Raspberry Pi Pico W;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;Esta pesquisa dará continuidade a um projeto-piloto dedicado ao desenvolvimento de um módulo didático de osciloscópio baseado no microcontrolador Raspberry Pi Pico W, concebido para apoiar o ensino de Eletricidade e Eletrônica Analógica e Digital nos cursos técnicos em Eletrônica, Automação Industrial e Eletrotécnica. O dispositivo foi idealizado como uma ferramenta pedagógica acessível e de baixo custo, permitindo que estudantes, especialmente os ingressantes, compreendam de forma prática conceitos essenciais relacionados à observação de sinais elétricos, tais como tensão, corrente, frequência e formas de onda. Ao oferecer um meio experimental direto e de fácil manuseio, o módulo busca reduzir a distância entre teoria e prática, favorecendo a construção do conhecimento por meio da experimentação e análise de fenômenos reais. Nesta nova etapa, o projeto concentra-se no aprimoramento da usabilidade, confiabilidade e potencial didático do sistema, ampliando suas possibilidades de aplicação em atividades laboratoriais e situações de aprendizagem. Pretende-se fortalecer o papel do módulo como recurso institucional de apoio ao ensino, contribuindo para um processo formativo mais interativo, contextualizado e alinhado às exigências da educação profissional. Assim, espera-se consolidá-lo como instrumento capaz de estimular autonomia, pensamento crítico e o desenvolvimento de competências técnicas fundamentais, promovendo uma experiência educacional mais rica e significativa.
211;Rinaldo Macedo de Morais;CIÊNCIA DA COMPUTAÇÃO (CIÊNCIAS EXATAS E DA TERRA);Eficiência algorítmica em experimentos na robótica educativa: para além da tentativa e erro;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;A robótica educativa tem sido utilizada como estratégia pedagógica inovadora em processos de ensino e aprendizagem, possui uma característica multidisciplinar e tem se apresentado como uma ferramenta lúdica para se desenvolver conceitos de programação e automação. Esse projeto de pesquisa propõe investigar, no contexto da robótica educativa, possíveis melhorias da eficiência algorítmica na programação de movimentos para dois kits educativos utilizados no Campus IFSP Sertãozinho. Como materiais, serão utilizados um kit Lego Education Spike e outro de baixo custo, customizado com uso de módulo programável baseado em Arduíno. O processo inclui (a) estudo e ambientação com os kits, (b) identificação dos algoritmos e movimentos a ser otimizados, (c) busca de melhorias junto a professores de outras áreas de conhecimento e (d) implementação e testes de melhorias, com apresentação dos resultados das versões anteriores (as-is) e otimizadas (to-be) e guia orientativo. Espera-se que essa pesquisa contribua com uma melhoria dos conteúdos trabalhados em componentes curriculares e projetos que envolvem a robótica educativa no campus e com a formação integral do(a) estudante pesquisador(a).
212;Paulo Donato Frighetto;ENGENHARIA MECÂNICA (ENGENHARIAS);Projeto e Construção de uma Carreta Tubular Veicular para Transporte do Protótipo Tatu Baja SAE;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;Este projeto visa projetar e construir uma carreta veicular tipo prancha, com estrutura tubular em aço 1020, para o transporte seguro e funcional do protótipo Tatu Baja SAE do Instituto Federal de São Paulo. A carreta será projetada com foco em rigidez estrutural, baixo peso, adequação às normas de trânsito e viabilidade de legalização junto aos órgãos competentes. O processo envolverá modelagem 3D, simulações estruturais, construção física e estudo técnico para atendimento à legislação do CONTRAN e Detran. Espera-se, com isso, contribuir tanto para a logística da equipe de competição quanto para o avanço da formação técnica e científica do bolsista.
213;Helena Barbosa Machado Martins;ENGENHARIA BIOMÉDICA (ENGENHARIAS);Terapia da Ambliopia Baseada em Tecnologia: Design, Implementação e Avaliação Laboratorial de uma Nova Plataforma;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;O presente projeto de iniciação científica tem por objetivos o desenvolvimento e a preparação técnica de uma ferramenta digital destinada ao tratamento da ambliopia. A ambliopia, um transtorno do desenvolvimento visual, causa subnormalidade na acuidade visual e outras funções visuais, como a estereoacuidade e a sensibilidade ao contraste. As terapias convencionais, como a oclusão, frequentemente enfrentam desafios de adesão por parte das crianças e têm um impacto limitado na recuperação da visão binocular. As novas abordagens, como as terapias dicópticas combinada com o uso de ambientes digitais e de VR, demonstram potencial para superar essas limitações. A metodologia do projeto abrange as seguintes atividades principais: Pesquisa Bibliográfica, Definição dos Requisitos do Produto, Desenvolvimento do Software, Testes com os Próprios Pesquisadores e Ajustes, Divulgação do Trabalho É fundamental notar que a etapa de validação clínica, ou seja, os testes em pacientes, será responsabilidade de trabalhos futuros, sendo este projeto tem por escopo exclusivamente no desenvolvimento e otimização técnica da plataforma.
214;Helena Barbosa Machado Martins;ENGENHARIA BIOMÉDICA (ENGENHARIAS);Desenvolvimento de ferramenta de detecção de hemácias falciformes utilizando Inteligência Artificial - FASE 2;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;O presente projeto foi concebido visando facilitar o diagnóstico da talassemia, condição hematológica que, por atingir predominantemente a população negra, só foi abordada recentemente com robustez por pesquisas científicas.  O objetivo deste projeto é desenvolver uma ferramenta baseada em inteligência artificial capaz de distinguir hemácias falciformes daquelas cuja morfologia é normal. Para isso o projeto se propõe a realizar uma revisão bibliográfica sobre os temas envolvidos, construir um banco de imagens de hemogramas devidamente rotulado, propor e implantar uma arquitetura para a inteligência artificial e, como etapa final, mensurar o desempenho da ferramenta desenvolvida.  Como resultado principal espera-se que a ferramenta desenvolvida possua boa acuracia e rapidez na distinção da morfologia das hemácias.  Tal resultado possibilitará, em trabalhos futuros, a realização da validação clínica da ferramenta como um instrumento automatizado para o diagnóstico da talassemia.
215;Daniel Castilho;ENGENHARIA ELÉTRICA (ENGENHARIAS);APLICAÇÃO DIDÁTICA DE TRANSFORMADOR FLYBACK PARA GERAÇÃO DE ARCOS ELÉTRICOS COM MODULAÇÃO DE SOM;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;Aplicação didática de um transformador flyback gerador de arcos elétricos para tocar música, ensinado diversos conceitos de física e química em sala de aula, como eletromagnetismo, química de gases, plasma, acústica e ondas sonoras. O circuito é projetado para que a corrente no transformador seja controlada de acordo com a frequência e amplitude do sinal de áudio, alterando a intensidade e a taxa de geração dos arcos, sincronizando-os com a música e resultando em uma reprodução audível. O flyback é um dispositivo utilizado para converter uma fonte de tensão DC em uma tensão DC de alta voltagem. Ele funciona com um princípio de indução eletromagnética, onde a energia elétrica é armazenada em um campo magnético e liberada em pulsos de alta tensão. Em um circuito de transformador flyback, um transistor MOSFET é usado para interromper rapidamente a corrente que flui pela bobina primária, criando pulsos de alta tensão na bobina secundária. Esse processo gera arcos elétricos visíveis e audíveis devido à descarga de alta tensão entre dois eletrodos, podendo ser ajustado para que o arco produza frequências específicas, criando sons. Com essa modulação, é possível reproduzir música ou outros sinais de áudio ao variar a frequência dos pulsos de corrente.
216;Marcos Eduardo Paron;AGRONOMIA (CIÊNCIAS AGRÁRIAS);Desenvolvimento de Sistema Modular de Nano-Malteação e Avaliação do Efeito de Perfis de Secagem na Qualidade do Malte;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;A malteação é uma etapa central na produção de cervejas, envolvendo maceração, germinação e secagem (kilning). O controle fino desses processos determina a qualidade físico-química e sensorial do malte, influenciando diretamente o extrato fermentável, a cor, o aroma e o poder enzimático do produto final. Este projeto propõe o desenvolvimento de um sistema modular de nano-malteação para pesquisa, baseado em recipientes individuais com capacidade de 3 kg de grãos, permitindo controle e monitoramento de temperatura e umidade em cada etapa.  Serão conduzidos ensaios experimentais comparando dois perfis térmicos de secagem: (P1) 50°C/12 h ? 65°C/6 h ? 80°C/3 h e (P2) 50°C/12 h ? 50°C/6 h ? 85°C/3 h, mantendo maceração e germinação padronizadas. O sistema integrará sensores de temperatura (PT100) instalados no interior da massa de grãos e medição de umidade por métodos gravimétricos, possibilitando avaliar a relação entre condições de kilning e parâmetros de qualidade do malte (extrato, cor em escala EBC, umidade final, índice de modificação).
217;Nemesio Freitas Duarte Filho;ENGENHARIA ELÉTRICA (ENGENHARIAS);Desenvolvimento de um Sistema de Classificação de Padrões de Consumo de Energia Elétrica Utilizando Inteligência Artificial e Elaboração de Tutorial Didático para Estudantes de Engenharia Elétrica;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;Este projeto propõe o desenvolvimento de um sistema de classificação baseado em técnicas de inteligência artificial (IA) para identificar padrões de consumo de energia elétrica. O objetivo é aplicar algoritmos de machine learning para reconhecer e categorizar perfis de uso de energia, considerando variáveis como horário, carga e tipo de equipamento. Paralelamente, será elaborado um tutorial didático com linguagem acessível e exemplos práticos para auxiliar estudantes de Engenharia Elétrica no aprendizado e na aplicação de técnicas de IA. Espera-se que o projeto contribua para a formação técnica dos alunos e para a disseminação do conhecimento sobre IA aplicada à área elétrica, incentivando a autonomia e o aprendizado prático em contextos educacionais.
218;Antonio Carlos de Souza;AERODINÂMICA (ENGENHARIA AEROESPACIAL (ENGENHARIAS));Desenvolvimento e Análise Aerodinâmica de Aeronave em Escala – Projeto Torneio de Acesso 2026 SAE BRASIL;Em execução;2026;[2026 - SRT] - Programa Institucional de Bolsas de Iniciação Científica e Tecnológica do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo;O projeto a ser desenvolvido pelo aluno de Iniciação Científica – Modalidade PIBIT tem como meta, após um embasamento teórico científico sobre o tema: “Aerodinâmica de uma aeronave”, efetuar a Análise Aerodinâmica de uma aeronave em escala radio-controlada. Esta análise será de imprescindível importância para a concepção, desenvolvimento e construção da aeronave para a sua participação para o Torneio de Acesso em 2026 com meta de ser classificada para a Competição SAE Brasil de AeroDesign de 2027 .
